,Max,Min,Precip,Snow
3773,78,53,0.0,0.0
3774,75,54,0.0,0.0
3775,67,46,0.0,0.0
3776,60,40,0.0,0.0
3777,59,47,0.0,0.0
3778,66,48,0.0,0.0
3779,60,44,0.0,0.0
3780,49,35,0.0,0.0
3781,60,34,0.15,0.0
3782,48,38,0.0,0.0
3783,55,39,0.0,0.0
3784,58,34,0.0,0.0
3785,63,48,0.04,0.0
3786,73,52,0.04,0.0
3787,71,45,0.0,0.0
3788,63,52,0.46,0.0
3789,53,49,2.47,0.0
3790,66,50,0.0,0.0
3791,71,54,0.0,0.0
3792,77,59,0.0,0.0
3793,66,57,0.0,0.0
3794,66,58,0.0,0.0
3795,71,60,0.24,0.0
3796,78,58,0.0,0.0
3797,78,65,0.16,0.0
3798,81,66,0.87,0.0
3799,78,63,0.42,0.0
3800,79,60,0.0,0.0
3801,66,54,0.0,0.0
3802,68,49,0.0,0.0
3803,77,47,0.0,0.0
3804,91,63,0.0,0.0
3805,90,65,0.26,0.0
3806,83,63,0.0,0.0
3807,86,62,0.04,0.0
3808,81,60,0.32,0.0
